,JBLAB-19902,JBLAB-19904,JBLAB-19905,JBLAB-19906,JBLAB-19907,JBLAB-19917,JBLAB-19937,JBLAB-19938,JBLAB-19939,JBLAB-19941
ENSG00000218510,324,416,404,652,223,514,302,441,136,390
ENSG00000070831,7493,10192,7441,6392,5258,11078,3135,5963,4440,5825
ENSG00000230068,4,4,0,0,3,0,0,1,0,0
ENSG00000271840,2,0,4,1,3,2,0,4,0,2
ENSG00000162552,10,20,0,11,8,82,10,7,19,9
ENSG00000234397,160,145,336,170,114,253,175,440,209,619
ENSG00000184677,1101,674,776,1144,876,1197,483,877,541,624
ENSG00000237200,4,0,0,0,1,1,0,0,0,0
ENSG00000070886,6,7,1,8,3,50,47,2,0,18
ENSG00000173372,66,66,0,0,456,4,0,0,0,0
ENSG00000159189,59,45,0,0,250,2,0,0,0,0
ENSG00000173369,69,72,0,0,478,5,0,0,0,0
ENSG00000133216,3901,2606,3565,2010,2904,4497,572,1621,728,1179
ENSG00000215906,0,0,0,4,1,2,0,0,0,0
ENSG00000227868,1,1,0,7,0,7,4,1,0,0
ENSG00000004487,2676,5165,10380,5854,2169,22277,2597,4256,1759,3852
ENSG00000169641,1882,1006,1265,786,845,1325,339,827,531,572
ENSG00000179546,3,3,1,5,5,20,0,5,7,8
ENSG00000215381,1,3,0,1,2,2,0,1,1,3
ENSG00000261326,27,25,110,89,33,79,118,158,8,16
ENSG00000125944,3351,7326,7557,6044,2219,7091,2662,5546,3459,4988
ENSG00000125945,699,735,505,1672,436,839,686,995,395,620
ENSG00000249087,13,27,35,92,16,53,114,63,18,62
ENSG00000271420,1,4,6,6,6,2,3,9,0,7
ENSG00000204219,79,758,1224,895,85,415,463,2054,113,1658
ENSG00000088280,227,806,926,965,359,963,609,1193,95,805
ENSG00000007968,609,902,1262,1042,289,1067,195,350,291,496
ENSG00000235052,6,0,29,6,12,7,6,2,1,2
ENSG00000117318,2125,157,1724,269,1728,241,16,29,24,62
ENSG00000197880,13,0,0,0,14,3,0,1,0,0
ENSG00000142676,20046,25784,52363,26259,15797,46278,21838,33632,17518,46419
ENSG00000011007,2652,1852,2751,2606,2011,3886,753,3325,1127,1376
ENSG00000236810,55,54,58,112,76,128,92,54,43,73
ENSG00000057757,1407,1757,1905,2790,1361,3655,703,2281,969,2227
ENSG00000011009,2908,4427,3109,3460,2943,4903,1006,3042,1351,2608
ENSG00000117308,1807,2975,1940,1993,1566,4897,375,1394,756,1795
ENSG00000117305,986,1513,1185,1514,912,2929,991,1485,591,2066
ENSG00000179163,3319,2183,206,1307,1568,3327,787,1268,916,1727
ENSG00000188822,1,0,1,0,0,5,1,0,1,0
ENSG00000229106,44,34,52,110,42,89,8,19,61,45
ENSG00000230228,72,293,406,336,54,189,191,246,440,244
ENSG00000189266,2347,2018,2672,2383,1311,2666,1100,3572,1635,2854
ENSG00000188529,2527,3367,4155,3474,1749,3566,2143,4112,1827,2999
ENSG00000225315,0,1,0,0,0,6,0,0,0,1
ENSG00000142661,2,5,3,7,0,68,0,6,0,2
ENSG00000142677,84,51,7,169,68,196,11,102,7,94
ENSG00000185436,203,220,152,150,172,308,140,502,100,283
ENSG00000230023,0,4,3,0,0,1,0,0,0,0
ENSG00000232298,1,0,2,1,3,0,0,3,0,0
ENSG00000158055,335,521,587,179,393,319,4,92,196,55
ENSG00000001460,454,430,249,327,404,469,221,539,212,482
ENSG00000001461,2349,1645,2284,1127,1526,2782,748,1656,580,1556
ENSG00000117602,1581,1564,273,988,1146,1126,567,2677,495,1584
ENSG00000264443,4,2,0,0,3,0,1,3,3,12
ENSG00000184454,284,197,2,2,308,143,23,1621,80,2061
ENSG00000227312,0,3,0,0,0,0,0,1,0,0
ENSG00000133226,2959,3615,4128,2941,1774,3864,1887,3841,1869,2734
ENSG00000169504,3377,2765,4951,3508,1874,8722,2700,9755,3191,5512
ENSG00000020633,171,32,2946,444,184,2897,229,2628,952,4788
ENSG00000229162,0,0,1,10,0,18,4,24,1,2
ENSG00000261025,0,3,0,0,0,0,0,0,0,0
ENSG00000231953,0,0,0,0,0,2,12,5,0,4
ENSG00000117614,1527,2343,2105,1919,1089,4236,1117,1934,1041,1481
ENSG00000117616,932,1129,1329,2388,1034,1426,1815,1746,207,437
ENSG00000272432,4,8,6,5,7,6,0,3,1,3
ENSG00000261349,6,16,9,12,0,10,15,4,0,5
ENSG00000187010,1,4,0,8,5,18,4,7,3,10
ENSG00000224183,218,104,296,92,122,149,66,159,59,151
ENSG00000183726,3075,4319,2424,3883,2526,6362,1360,4303,2750,4085
ENSG00000188672,17,23,5,12,20,60,63,34,27,49
ENSG00000238084,102,58,155,52,68,73,42,92,47,101
ENSG00000204178,948,1101,1135,1502,834,1875,523,1182,955,751
ENSG00000157978,1316,902,564,968,1145,1860,313,1062,626,719
ENSG00000225643,11,10,0,2,13,19,0,6,1,3
ENSG00000117643,7,28,3,61,14,126,43,82,49,57
ENSG00000162430,1533,2870,716,2575,1752,2999,1656,1517,2577,1946
ENSG00000228172,19,27,22,13,14,17,22,52,8,36
ENSG00000117640,937,1252,1046,1956,688,2291,709,1059,740,897
ENSG00000127423,425,418,860,593,271,1054,95,404,175,250
ENSG00000236528,1,0,12,12,7,13,3,3,2,9
ENSG00000182749,1780,368,469,1475,1514,1928,405,272,157,296
ENSG00000117632,7057,10947,15846,30081,5094,20880,5935,11649,13259,19533
ENSG00000158006,995,779,882,756,681,1150,353,399,287,406
ENSG00000158008,3,2,5,2,0,0,5,1,2,0
ENSG00000158014,65,45,4,300,21,1114,14,30,14,17
ENSG00000158022,0,0,1,4,1,1,1,0,2,0
ENSG00000175087,332,504,406,572,171,760,209,608,218,397
ENSG00000197245,1,2,4,10,1,12,3,2,1,3
ENSG00000282872,0,0,0,2,0,4,0,3,0,0
ENSG00000236782,2,5,2,5,3,10,3,4,0,4
ENSG00000142684,547,893,1003,579,546,1280,274,703,507,858
ENSG00000142675,1222,1315,757,54,1047,748,372,819,251,290
ENSG00000188782,0,0,0,0,0,1,2,3,0,3
ENSG00000236155,5,3,4,11,11,38,15,26,2,52
ENSG00000278572,26,37,59,20,19,15,35,19,34,14
ENSG00000130695,595,526,1114,1853,580,1706,559,864,353,877
ENSG00000142669,4681,5788,12278,14564,4642,16907,2087,2674,1827,3716
ENSG00000158062,927,1525,1328,1833,942,2459,597,1376,260,403
ENSG00000169442,33,24,1,109,76,226,201,3,1,0
ENSG00000176092,172,71,498,240,145,2432,148,39,77,73
ENSG00000176083,0,3,0,0,0,0,0,0,0,0
ENSG00000131914,0,3,1,1,0,8,10,0,1,2
ENSG00000117682,1275,1087,1383,1256,1152,2291,317,1073,497,627
ENSG00000223583,7,2,14,4,6,3,12,4,1,3
ENSG00000225891,1,0,0,4,1,2,0,0,0,0
ENSG00000198830,3578,6011,5339,12401,2861,9663,2084,10089,5290,11764
ENSG00000117676,1776,1731,1485,2016,1304,3987,624,1456,768,1945
ENSG00000260063,72,47,42,112,43,128,15,55,28,38
ENSG00000117713,3354,5850,4295,4747,2842,5423,2069,3984,2176,2671
ENSG00000060642,454,333,644,1043,388,1037,394,593,502,621
ENSG00000204160,979,485,876,3239,1248,2319,406,2159,567,1634
ENSG00000175793,2546,1062,4037,4478,2869,1996,826,3831,1948,3447
ENSG00000142751,729,1064,1105,2442,659,4221,583,1008,370,724
ENSG00000198746,510,508,713,897,365,1352,184,471,211,306
ENSG00000090273,3212,4212,4119,6418,2825,12021,1463,5992,2570,5624
ENSG00000131910,0,0,0,0,1,5,0,1,0,4
ENSG00000175707,914,1238,1180,1071,757,1476,344,548,438,603
ENSG00000172746,76,104,192,143,63,140,230,200,269,339
ENSG00000225294,0,3,5,0,0,1,1,0,3,1
ENSG00000253368,70,750,204,96,193,357,233,246,225,339
ENSG00000158246,98,309,362,728,42,1336,126,350,8,44
ENSG00000090020,1269,1737,1126,1009,1465,2161,394,795,461,866
ENSG00000229985,0,1,11,0,0,1,2,3,2,7
ENSG00000214973,59,111,91,83,67,117,65,65,90,103
ENSG00000225159,475,425,742,290,422,354,649,531,450,838
ENSG00000142784,1653,2530,1825,2480,1240,3450,1209,2266,1024,3015
ENSG00000243659,0,2,0,1,0,5,2,1,1,2
ENSG00000186501,1316,1458,1289,1545,1397,3318,447,1395,677,907
ENSG00000206888,2,0,0,3,0,0,0,0,0,0
ENSG00000241547,160,176,122,90,137,135,119,122,135,193
ENSG00000142765,411,741,1120,655,541,523,526,686,108,133
ENSG00000142733,1479,807,844,482,1246,783,624,563,130,389
ENSG00000142748,0,2,2,4,2,6,7,0,0,1
ENSG00000174950,68,44,121,45,68,24,73,45,5,84
ENSG00000181773,66,45,46,93,74,206,47,61,59,18
ENSG00000158195,5931,6546,5642,4512,4341,4700,2129,5907,3482,4573
ENSG00000237429,2,0,5,1,0,0,0,1,0,0
ENSG00000126705,1073,3297,1781,3458,1257,4470,611,1075,379,666
ENSG00000000938,44,36,0,16,44,7,1,5,2,1
ENSG00000235912,59,140,125,155,60,113,86,130,343,300
ENSG00000233975,0,2,0,3,0,33,1,18,1,5
ENSG00000126709,570,11434,1646,2502,1472,39190,3711,33774,2794,2493
ENSG00000009780,252,304,177,397,209,488,170,435,155,305
ENSG00000231344,3,1,4,11,5,3,1,7,0,2
ENSG00000117758,1105,1108,1061,1110,834,1603,667,909,675,926
ENSG00000269971,0,0,4,2,0,1,0,0,0,0
ENSG00000270031,0,3,0,0,0,4,1,2,1,3
ENSG00000117751,1482,2546,2397,2468,920,3367,814,2360,1151,1665
ENSG00000252947,1,0,0,0,0,0,0,3,0,0
ENSG00000130775,1718,1042,1512,7554,1538,7692,878,1805,79,835
ENSG00000117748,1412,1628,2370,3496,934,5919,668,2021,1128,2201
ENSG00000130768,411,1141,1488,1364,335,3044,214,831,315,1226
ENSG00000227050,0,3,4,2,4,10,0,2,0,2
ENSG00000158156,313,276,254,400,402,678,143,431,162,264
ENSG00000158161,1229,895,1127,1728,1115,1843,743,1260,673,847
ENSG00000240750,4,1,0,1,4,2,1,0,0,0
ENSG00000228589,825,796,703,590,553,869,365,1430,2142,876
ENSG00000214812,14,12,8,20,6,13,5,16,28,15
ENSG00000169403,356,641,128,23,272,1655,504,943,160,243
ENSG00000126698,2040,3190,2459,4501,1721,7216,1203,2936,1676,2524
ENSG00000130770,1709,3600,5656,2938,1270,6424,1488,4998,1933,3350
ENSG00000270605,20,53,78,32,17,33,56,111,8,37
ENSG00000130766,947,932,1585,486,630,2476,388,2056,317,779
ENSG00000130772,357,560,874,1071,326,1484,354,694,321,492
ENSG00000204138,2792,4159,1737,2346,2221,3960,1271,4469,945,1946
ENSG00000180198,4798,3312,7260,4259,3781,7402,1386,3978,2165,3263
ENSG00000242125,1494,2185,2728,1894,1951,2662,960,2304,545,1350
ENSG00000200087,100,100,50,73,138,69,27,105,13,25
ENSG00000279443,15,58,39,27,22,65,10,33,22,11
ENSG00000180098,1092,770,759,1413,893,2443,298,951,352,491
ENSG00000197989,1646,674,1323,945,1546,877,409,971,102,169
ENSG00000221539,53,9,41,38,62,19,7,20,4,2
ENSG00000120656,461,573,498,1019,459,1493,409,656,569,794
ENSG00000188060,872,27,272,228,436,194,12,163,9,63
ENSG00000229388,4,1,8,11,2,8,3,8,6,12
ENSG00000162419,591,770,694,549,445,1048,161,552,470,372
ENSG00000198492,3266,5383,3641,2732,2278,4939,1597,3514,2860,2371
ENSG00000116329,3,0,1,3,6,6,0,0,0,3
ENSG00000233427,1,0,1,0,0,0,3,1,1,1
ENSG00000159023,1109,2074,1327,2468,787,2563,823,2774,1069,1559
ENSG00000225616,6,4,6,6,7,5,4,0,5,3
ENSG00000253304,496,41,4,5,379,38,45,56,23,105
ENSG00000116350,2354,3201,2978,3390,2073,3549,1346,3054,2955,2211
ENSG00000116353,589,981,913,795,565,1770,380,461,382,766
ENSG00000060656,1729,5270,347,1336,1707,5608,2433,513,1428,402
ENSG00000225011,6,20,0,2,6,8,6,1,3,0
ENSG00000162510,7,10,3,21,8,24,6,6,10,7
ENSG00000186056,21,60,11,47,52,57,43,14,7,10
ENSG00000162511,274,229,1,3,523,27,14,1,7,41
ENSG00000162512,2573,6543,109,3260,2122,1849,1595,547,1290,654
ENSG00000134644,3119,4332,3378,3945,2206,4093,1859,3573,3394,2797
ENSG00000215900,8,7,11,18,9,10,2,1,8,5
ENSG00000225142,22,21,47,17,22,32,24,21,28,60
ENSG00000084628,2,4,0,116,5,39,12,12,22,16
ENSG00000060688,745,1387,2092,1949,673,2878,657,2114,1953,1705
ENSG00000229447,5,4,3,3,4,0,2,13,2,4
ENSG00000121766,931,1099,1384,1372,812,2625,466,1190,1640,1255
ENSG00000229044,0,1,1,0,1,1,0,0,0,4
ENSG00000121769,27,521,36,234,34,63,76,31,13,93
ENSG00000168528,5269,1462,2840,2290,5741,2622,424,944,3383,1031
ENSG00000215899,435,436,644,198,245,268,741,429,367,403
ENSG00000260386,7,0,0,0,5,3,0,0,0,0
ENSG00000223907,5,0,0,1,3,4,0,0,0,0
ENSG00000229167,7,4,23,0,8,8,0,5,1,2
ENSG00000142910,9793,1850,3217,847,7708,6742,538,1416,914,1001
ENSG00000162517,2267,3186,2948,2630,1908,5065,814,1776,1834,1566
ENSG00000235790,3,3,3,3,0,0,0,0,2,0
ENSG00000084636,388,778,149,364,446,424,147,252,31,24
ENSG00000121753,155,443,81,692,100,1516,402,117,137,188
ENSG00000134668,6,25,2,0,5,7,37,0,25,5
ENSG00000203620,0,1,0,1,0,5,0,1,0,0
ENSG00000269967,2,2,1,1,0,4,3,2,0,1
ENSG00000184007,4487,11602,12171,4789,3271,20408,4457,11702,11548,8229
ENSG00000121774,4365,7727,7726,7532,3096,9136,5359,6560,8980,7180
ENSG00000121775,399,423,776,959,382,841,249,773,547,784
ENSG00000025800,3852,4152,3430,2685,2505,4856,1442,3166,2528,1730
ENSG00000084652,2835,3073,3677,3234,1970,4573,1107,4036,1886,2085
ENSG00000160050,43,71,595,543,11,786,75,162,84,277
ENSG00000224066,24,47,4,15,33,16,30,15,1,4
ENSG00000160051,293,174,242,551,188,651,143,322,169,260
ENSG00000160055,834,592,413,550,635,1013,291,245,275,119
ENSG00000084623,4896,7179,7224,8362,3608,15982,2126,5735,5996,6904
ENSG00000220785,55,25,12,36,29,12,12,46,4,32
ENSG00000183615,9,9,19,14,8,5,9,25,0,14
ENSG00000182866,9,14,2,23,11,47,27,103,12,245
ENSG00000116478,4605,3818,4388,5858,3029,10494,2201,7901,5097,5297
ENSG00000175130,741,11862,10324,19226,1452,14667,3942,9748,21336,14385
ENSG00000162526,10,16,3,26,2,7,6,10,2,1
ENSG00000225828,65,130,68,222,60,299,101,92,29,75
ENSG00000160058,2460,3156,2530,3037,1841,5091,955,2247,2724,1384
ENSG00000229259,1,31,0,0,0,1,6,0,0,1
ENSG00000254553,0,0,0,0,0,0,0,3,0,0
ENSG00000273274,3,83,23,172,0,92,115,87,104,156
ENSG00000160062,125,255,88,127,66,226,117,354,288,214
ENSG00000176261,531,833,680,984,459,1616,267,1059,638,705
ENSG00000162521,4128,8703,6983,6731,2723,8320,3127,9022,5865,7334
ENSG00000162520,37,99,43,46,12,59,62,32,57,22
ENSG00000224409,0,1,0,1,0,3,0,6,2,9
ENSG00000162522,7288,18517,12171,11060,6395,18904,6710,9916,8552,7334
ENSG00000134684,3085,4098,10412,3422,2730,12205,2877,6988,2629,3473
ENSG00000116497,513,751,909,855,396,873,927,786,411,566
ENSG00000160097,5,14,0,30,3,54,16,13,21,9
ENSG00000121905,28,7,5,57,9,58,32,11,3,15
ENSG00000121900,1936,479,760,2758,1669,2914,1281,1086,1671,973
ENSG00000116514,576,2020,488,500,647,1374,597,1153,805,596
ENSG00000004455,4383,7722,7699,9358,3257,14771,4725,6445,4289,5816
ENSG00000276645,1,1,0,0,1,3,0,0,0,0
ENSG00000142920,26,66,12,181,17,143,196,23,42,59
ENSG00000278997,3,12,2,13,6,17,21,14,8,33
ENSG00000116525,279,554,241,490,317,535,250,253,340,309
ENSG00000279179,6,1,10,4,8,10,11,4,4,5
ENSG00000160094,679,1814,531,1122,691,693,792,824,1585,566
ENSG00000270115,0,2,1,8,1,2,6,3,0,0
ENSG00000225313,60,1,4,162,33,157,0,1,0,0
ENSG00000134686,2771,4500,2626,1905,2403,2598,2266,2327,4317,3385
ENSG00000266239,0,1,1,0,2,3,0,0,2,0
ENSG00000233246,0,2,2,3,2,3,4,1,3,2
ENSG00000121903,176,129,125,185,84,175,173,97,71,43
ENSG00000121904,3,9,0,0,2,4,0,0,2,0
ENSG00000163866,1319,1299,1065,2416,987,2711,787,833,1463,927
ENSG00000189280,0,0,0,1,0,1,158,13,89,8
ENSG00000189433,5,9,0,7,2,4,13,1,80,2
ENSG00000188910,846,761,40,135,853,572,856,25,700,238
ENSG00000187513,20,5,13,4,8,2,46,0,388,9
ENSG00000116544,22,52,7,664,12,180,81,28,14,43
ENSG00000241014,51,68,9,73,36,22,102,21,10,21
ENSG00000163867,279,274,304,561,181,502,334,285,265,222
ENSG00000197056,417,480,347,685,208,661,551,356,316,361
ENSG00000228348,19,21,9,15,14,14,11,9,15,6
ENSG00000116560,6611,10550,12198,13944,5532,16462,7681,11662,11687,10529
ENSG00000146463,1924,3230,2846,2519,1379,3226,2728,2801,2686,1462
ENSG00000229994,437,513,1105,337,374,695,1108,518,778,1033
ENSG00000278702,3,6,1,0,0,0,0,0,9,0
ENSG00000142687,2616,2405,2617,5920,2047,4934,2542,1939,2647,2158
ENSG00000020129,1398,870,2301,15685,1198,3094,849,841,1056,799
ENSG00000239636,4,10,3,4,9,3,2,0,1,1
ENSG00000116819,11,17,15,237,6,93,49,36,7,13
ENSG00000126067,5606,7472,7665,4944,4850,10355,3279,5792,5222,5068
ENSG00000142686,627,163,539,1429,637,1165,912,865,1132,599
ENSG00000092853,563,407,286,1019,342,682,249,586,449,414
ENSG00000232335,0,0,0,4,1,2,0,0,1,3
ENSG00000134698,869,880,409,482,670,591,1582,794,456,544
ENSG00000092847,2827,1721,3021,1915,1897,2205,1252,1574,2758,1401
ENSG00000271914,0,0,1,5,1,4,0,3,1,1
ENSG00000126070,595,844,788,1084,548,1474,989,874,565,549
ENSG00000232862,2,7,1,5,4,3,7,18,15,7
ENSG00000092850,19,68,7,102,26,65,179,338,101,150
ENSG00000116863,1510,2438,1891,2765,1567,4489,1040,1878,1122,1495
ENSG00000171812,35,69,62,666,31,1668,385,5,46,48
ENSG00000054116,1708,2821,2374,3633,1468,4730,1841,2380,2592,1922
ENSG00000116871,3857,4922,3574,2722,4413,7407,1979,956,1670,1145
ENSG00000054118,4075,5696,5251,5092,2295,6056,3577,4427,4349,3547
ENSG00000214193,950,492,367,601,700,620,697,393,109,123
ENSG00000142694,564,415,1031,759,647,1931,280,471,201,431
ENSG00000116883,190,178,40,228,173,172,295,258,10,68
ENSG00000196182,989,2043,2244,3983,1026,5194,1234,2787,2717,1626
ENSG00000181817,391,813,805,1008,376,1281,493,569,607,475
ENSG00000116885,275,354,88,485,262,570,406,304,335,259
ENSG00000116898,1809,2569,2971,3958,1628,6718,1779,2015,1753,1727
ENSG00000119535,246,36,0,0,75,44,462,0,47,1
ENSG00000163873,0,55,471,113,0,18,2,0,1,16
ENSG00000233621,86,86,94,82,78,353,90,115,70,52
ENSG00000163874,652,1627,578,370,592,5305,909,2673,640,136
ENSG00000163875,1152,3026,1794,1200,1093,1606,1714,1947,1826,1229
ENSG00000163877,758,838,605,1038,483,1556,766,711,1061,658
ENSG00000232273,574,401,93,135,338,619,134,319,491,121
ENSG00000237749,292,351,741,581,239,337,444,258,522,501
ENSG00000163879,0,900,274,348,16,1339,1298,88,425,800
ENSG00000134697,2231,3103,2725,2351,1668,3865,1731,2367,1717,2047
ENSG00000169218,0,4,0,0,0,0,3,1,0,2
ENSG00000116922,489,408,774,827,388,1225,616,629,557,428
ENSG00000134690,857,1434,2206,2703,642,3842,984,1526,1463,1676
ENSG00000183317,93,14,0,62,112,74,10,12,6,13
ENSG00000185090,188,146,25,692,111,536,294,304,513,259
ENSG00000196449,769,1128,717,750,701,1275,465,985,742,743
ENSG00000197982,1133,2084,2161,2417,1322,3316,1363,2241,1437,1636
ENSG00000188786,1276,736,732,1040,886,1705,726,1309,1036,717
ENSG00000204084,358,676,1075,832,339,1197,507,1040,641,819
ENSG00000230955,0,1,1,1,0,1,1,2,3,2
ENSG00000183431,2409,3584,3890,3638,1784,5991,2174,4014,2912,2576
ENSG00000212541,1,1,0,4,0,0,0,2,0,0
ENSG00000183386,421,561,380,265,417,269,423,280,266,234
ENSG00000183520,970,1319,1681,1971,635,3563,979,1444,1158,1266
ENSG00000185668,7,0,0,10,0,0,2,1,1,5
ENSG00000215895,2262,1386,904,1289,936,2131,1596,1903,1788,1097
ENSG00000116954,625,727,652,1113,528,2396,529,1070,635,528
ENSG00000228436,7,18,7,43,9,90,23,58,20,52
ENSG00000214114,770,719,1092,1695,531,1687,780,656,2020,897
ENSG00000274944,0,1,1,5,1,3,0,0,0,0
ENSG00000158315,154,260,563,110,135,351,151,105,63,66
ENSG00000174574,2482,3867,2795,2782,1748,5073,2264,4786,2774,2408
ENSG00000168653,2476,4224,7596,4920,1732,8448,3813,4166,7882,5568
ENSG00000127603,6333,8280,2682,1836,4033,4117,3569,6942,3350,2406
ENSG00000217897,74,68,79,37,34,106,60,93,61,47
ENSG00000183682,12,6,4,39,14,39,1,9,15,20
ENSG00000237624,12,0,45,18,17,39,5,8,9,10
ENSG00000182109,42,74,41,49,70,47,85,60,26,6
ENSG00000243970,5,7,1,1,2,1,11,3,2,1
ENSG00000090621,7419,8063,11680,4406,6760,6349,9550,6988,2966,5068
ENSG00000228060,0,3,0,0,1,0,0,3,0,2
ENSG00000201457,10,4,1,11,18,3,3,0,1,0
ENSG00000163909,127,19,13,131,128,185,35,7,12,17
ENSG00000116983,8,8,1,30,8,115,10,3,2,24
ENSG00000084072,1325,1282,1664,2234,1057,3581,1020,1307,1673,1266
ENSG00000225333,3,6,6,6,0,4,2,4,6,4
ENSG00000116985,167,47,25,489,140,275,86,145,214,422
ENSG00000198754,11,2,66,55,17,55,10,16,13,21
ENSG00000261798,8,2,4,14,10,13,8,4,0,4
ENSG00000043514,647,835,749,1322,413,1480,1082,1327,649,815
ENSG00000116990,12,645,134,3070,30,1144,800,1336,312,359
ENSG00000168389,44,111,131,752,26,2488,128,351,81,141
ENSG00000228477,475,519,1190,433,445,368,449,340,1298,805
ENSG00000131236,10586,12982,6677,7482,7312,13685,4552,5549,8397,5206
ENSG00000131238,3853,3382,5481,7028,2713,9387,3657,3369,5171,3463
ENSG00000226745,1,0,0,0,0,0,0,1,1,3
ENSG00000117000,871,1279,783,1438,660,1631,1454,1083,944,789
ENSG00000259943,118,209,202,236,79,256,379,186,185,141
ENSG00000084073,1755,2884,2358,2879,961,4980,1286,2308,2414,1181
ENSG00000049089,413,492,649,3773,333,7204,1709,5366,749,3647
ENSG00000227311,106,173,207,110,71,201,200,232,128,267
ENSG00000084070,737,727,880,1487,592,2390,815,1528,1513,2088
ENSG00000187801,60,50,213,107,50,56,81,123,39,46
ENSG00000260920,27,36,97,130,33,102,117,228,70,122
ENSG00000279667,1,0,1,0,0,1,2,3,1,1
ENSG00000187815,120,101,67,304,93,241,173,72,109,131
ENSG00000238287,6,4,10,24,7,19,3,8,8,15
ENSG00000164002,250,195,246,471,176,499,92,344,353,236
ENSG00000117010,42,57,48,165,42,170,68,56,53,56
ENSG00000117016,226,172,10,506,165,405,204,9,74,36
ENSG00000237899,0,0,3,1,0,3,4,0,8,4
ENSG00000272145,8,11,47,37,25,23,93,33,41,14
ENSG00000066136,1684,2492,1649,1099,1412,2309,928,968,687,610
ENSG00000117013,37,33,54,51,35,56,24,37,5,22
ENSG00000179862,189,2401,1092,3633,229,5668,658,1386,5126,5231
ENSG00000229528,0,3,1,2,0,1,0,0,0,11
ENSG00000171793,1667,1984,3259,3202,1134,4476,1070,2562,1181,1653
ENSG00000281207,13,51,28,10,22,19,34,65,29,18
ENSG00000171790,1,1,1,6,4,189,13,8,3,4
ENSG00000010803,811,997,982,660,714,1293,901,764,661,458
ENSG00000204060,126,836,61,313,156,865,151,193,24,271
ENSG00000229901,2,3,1,0,3,8,1,7,1,0
ENSG00000127129,698,1438,11,38,881,17,410,0,45,10
ENSG00000127124,261,76,127,70,194,101,132,3,224,17
ENSG00000198815,2534,2848,2435,2104,1869,2927,2294,2311,2079,1534
ENSG00000177181,420,48,11,163,205,126,184,246,190,356
ENSG00000066185,55,78,28,91,59,121,224,66,95,85
ENSG00000127125,1755,2843,1913,1495,1411,2670,1669,1493,2471,1597
ENSG00000186409,108,248,25,172,108,136,129,90,107,41
ENSG00000236876,304,1217,659,169,384,859,430,494,846,733
ENSG00000171960,492,1527,1243,1520,454,2254,747,812,1456,1021
ENSG00000234917,0,4,3,4,3,13,9,5,2,2
ENSG00000065978,9805,19400,30701,12865,8277,20096,11733,17082,19233,23136
ENSG00000164007,0,1,0,1,0,0,1,5,1,6
ENSG00000117385,587,789,680,1531,527,1241,811,400,730,561
ENSG00000164008,197,248,253,245,171,474,198,194,261,235
ENSG00000228452,0,0,3,0,0,0,0,0,0,0
ENSG00000274386,0,2,0,0,0,0,3,1,1,2
ENSG00000177868,336,543,276,561,299,806,363,350,671,509
ENSG00000164010,234,380,161,358,235,440,438,312,219,129
ENSG00000228192,17,7,91,62,11,55,34,38,18,52
ENSG00000164011,167,173,329,343,126,343,360,259,374,215
ENSG00000233708,0,1,0,0,0,3,0,0,0,2
ENSG00000237090,4,1,1,0,3,6,1,2,2,1
ENSG00000225099,18,23,14,18,25,52,21,14,24,19
ENSG00000117394,16955,25551,4402,9474,11685,27368,14376,7047,3937,13646
ENSG00000227533,23,54,71,45,30,110,56,24,18,124
ENSG00000186973,3,43,4,9,6,25,113,73,20,122
ENSG00000117395,1840,3223,2665,3311,1743,6242,1618,2256,2427,2722
ENSG00000243710,23,52,3,37,32,66,75,31,22,51
ENSG00000179178,1204,1450,1119,896,1032,2385,261,1433,674,1012
ENSG00000253313,468,752,530,463,325,1024,381,520,719,550
ENSG00000066056,46,17,44,200,24,45,9,0,0,0
ENSG00000117400,2,4,4,0,3,0,2,3,1,1
ENSG00000234694,33,27,66,16,40,22,113,40,53,131
ENSG00000117399,1699,3083,3506,4373,1269,7613,1194,2426,1655,4138
ENSG00000066322,3956,3569,3561,2509,3631,6143,1767,1700,1665,2116
ENSG00000159479,1543,1350,1742,1111,1224,2502,719,1767,1544,1073
ENSG00000198198,1358,930,724,1165,1057,1227,928,695,349,301
ENSG00000229372,1,2,3,4,3,5,3,7,0,1
ENSG00000178922,565,654,473,1069,499,1405,370,801,217,265
ENSG00000229348,0,3,2,4,4,10,5,0,0,0
ENSG00000142949,18844,20626,15579,12305,13294,9702,13752,6480,10673,6020
ENSG00000066135,1781,2725,2190,1686,1382,3651,1630,2762,2423,1750
ENSG00000236200,4,4,9,38,9,28,10,17,10,34
ENSG00000126091,105,352,268,231,145,455,184,242,58,289
ENSG00000224751,25,27,35,38,25,36,18,22,6,10
ENSG00000117407,275,89,648,914,464,1488,213,228,161,462
ENSG00000237950,6,7,14,2,7,7,12,11,18,29
ENSG00000117408,850,990,1147,1674,909,2507,877,851,678,810
ENSG00000132768,1163,1395,1302,3251,963,4066,838,1497,1146,1190
ENSG00000117410,3286,6926,3923,4676,3134,9463,3408,5145,3672,4606
ENSG00000117411,1967,2279,3222,2378,1814,3237,1444,1943,1896,2411
ENSG00000159214,722,823,264,711,617,783,471,331,98,269
ENSG00000196517,457,747,2549,3182,715,1846,252,2046,101,494
ENSG00000230615,5,27,37,23,2,27,25,46,5,77
ENSG00000271647,63,115,82,129,49,218,55,51,31,40
